Funding,Sin,type,Rep,LAB,QCBatch,strMAT,LabSam,Vol,Proportion,DryWt,WetWt,AnalysisType,Catno,C12d26,C16d34,C20d42,C24d50,C30d64,Units,C9ALK,C10ALK,C11ALK,C12ALK,C13ALK,C14ALK,C15ALK,C16ALK,C17ALK,PRISTANE,C18ALK,PHYTANE,C19ALK,C20ALK,C21ALK,C22ALK,C23ALK,C24ALK,C25ALK,C26ALK,C27ALK,C28ALK,C29ALK,C30ALK,C31ALK,C32ALK,C33ALK,C34ALK,C35ALK,C36ALK,TOTALKANES,UCM,comment
EVOSTC,104630,,1,GERG,NP242,,,0,,0.35,3.34,,6715,68.7,,75.2,77.8,75,,,16.36,12.56,18.42,10.81,17.39,27.38,28.92,11.3,292.4,4.2,9.6,4.3,3.5,9.5,10.2,6.7,6,5.9,4,7.4,5.3,10.5,6.05,11.45,7.99,8.53,2.92,,,559.6,0,
EVOSTC,104701,,1,GERG,DA17,,,0,,0.82,5.09,,6475,78.9,,72.8,72.4,55.1,,,48.14,29.05,16.05,3.13,8.64,9.68,21.36,18.6,29.1,0,6.6,4,3.4,0,4.3,7.02,9.51,10.91,6.05,9.83,3.35,2.81,7.81,0,0,0,0,,,259.4,0,
EVOSTC,104726,,1,GERG,DA17,,,0,,0.85,4.86,,6475,75.5,,71.9,74.8,65.6,,,136,95.04,20.67,2.65,8.03,18.71,8.33,16.6,159.6,4.9,69.8,13.9,2.3,5.2,7.2,7.02,14.86,15.27,9.7,18.26,11.87,9.6,22.75,12.21,10.78,0,0,,,701.3,21400,
EVOSTC,104729,,1,GERG,DA17,,,0,,0.96,5.06,,6475,76.5,,74.3,76.4,65.6,,,61.3,41.1,20.3,6.4,16.7,98.3,35.2,30.7,91.7,2.8,22,14.5,4.6,4.1,7.4,12.96,15.78,15.36,11.49,18.18,14,2.19,18.97,9.18,9.8,0,0,,,585,13700,
EVOSTC,104734,,1,GERG,DA17,,,0,,0.81,5.16,,6475,77,,75.5,75.3,59.9,,,77.79,39.45,13.82,3.03,9.28,42.38,22.1,21,218.9,6.8,7.6,4.5,2.7,3.3,4.6,7.86,11.52,14.53,7.64,16.47,6.24,6.13,10.06,7.3,0,0,0,,,565,0,
EVOSTC,104807,,1,GERG,DA17,,,0,,0.77,5.04,,6475,59.8,,56.6,57.7,44.2,,,95.42,58.77,23.1,2.73,12.48,41.33,28.95,25.7,52,6.5,15.5,7.4,5,4.7,8.4,14.56,17.93,32.17,12.66,19.62,10.97,7.91,18.06,8.82,4.34,0,0,,,535,0,
EVOSTC,104808,,1,GERG,DA17,,,0,,0.83,5.11,,6475,69.9,,69.2,72.3,58.3,,,89.34,64.38,19.05,0,10.49,14.87,23.94,19.7,66.6,2.1,15.8,5.4,2.8,3.6,4.8,9.97,12.55,28.38,9.25,17.28,9.67,6.17,13.88,8.82,5.19,0,0,,,464,0,
EVOSTC,104821,,1,GERG,DA17,,,0,,0.98,5.04,,6475,76.2,,76.6,76.1,57.3,,,69,29.07,12.93,0,10.03,31.76,21.72,13.5,33,2.7,2.7,3.2,3.2,2.2,6.4,9.08,10.16,13.19,8.54,8.86,8.86,4.65,11.56,2.78,0,0,0,,,319.1,0,
EVOSTC,104824,,1,GERG,DA17,,,0,,1.14,5.13,,6475,77.9,,75,75.2,53.1,,,27.07,0,13.49,4.36,12.69,33.72,26.68,19.6,41.5,2,5.9,2.7,2.3,0,4,5.9,5.57,9.65,5.36,7.61,4.29,2.14,10.05,0,0,0,0,,,246.6,0,
EVOSTC,104841,,1,GERG,DA17,,,0,,0.94,5.11,,6475,79.4,,77.8,77.8,59.2,,,50.04,20.88,14.22,0,8.88,31.37,22.7,15.4,92.1,2,4,2.6,2,3.6,3.7,5.7,7.42,10.32,6.23,7.31,4.08,3.12,9.2,0,0,0,0,,,326.9,0,
EVOSTC,104843,,1,GERG,DA17,,,0,,1.04,5.02,,6475,72.4,,71.9,72.4,56.1,,,52.3,17.47,15.93,4.09,15.93,37.28,34.63,23.2,71.5,3,9.1,3.2,2.8,0,5.5,8.64,9.39,12.27,7.58,9.71,5.66,4.27,11.22,3.65,3.22,0,0,,,371.5,0,
EVOSTC,104911,,1,GERG,NP206,,,0,,0.44,2.04,,6665,92.6,,98.7,107.6,101.9,,,0,0,0,0,0,0,0,0,136.9,0,0,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,154.1,0,
EVOSTC,104912,,1,GERG,NP206,,,0,,1.1,4.92,,6665,93.3,,94.5,103.7,99.4,,,0,0,0,0,0,0,0,7.5,75.8,0,8.4,0,0,18,0,0,0,6.34,0,2.3,0,4.71,0,0,0,0,0,,,123,1000,
EVOSTC,104930,,1,GERG,DA17,,,0,,1.12,5.13,,6475,76.3,,75.5,77.6,60.5,,,30.22,0,12.62,0,9.16,46.4,19.84,22.9,54.4,3,9.8,3,2.6,19.2,5.1,6.69,7.52,2.09,6.48,5.85,5.02,2.09,8.46,0,0,0,0,,,282.4,0,
EVOSTC,104931,,1,GERG,DA17,,,0,,1.15,5.14,,6475,91.5,,89,90.2,75.3,,,43.5,25.5,16,4.3,12.3,45.8,27.2,31.8,33.3,3.2,10.4,6.2,5.8,26.7,11.5,19.08,21.41,29.89,22.58,22.79,20.67,1.59,23.13,17.96,15.5,11.89,6.85,,,516.8,0,
EVOSTC,105005,,1,GERG,NP206,,,0,,0.94,5.59,,6665,91.9,,99.9,107.6,104.3,,,0,0,0,0,0,2.48,0,3.8,17.1,0,0,0,0,0,0,0,0,0,0,7.82,0,2.93,0,1.83,0,0,0,,,36,6100,
EVOSTC,105014,,1,GERG,NP206,,,0,,0.84,5.02,,6665,87.3,,103.6,106.8,102.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
EVOSTC,105022,,1,GERG,NP206,,,0,,0.83,5.01,,6665,88.3,,102.4,102.9,109.4,,,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,15.63,4.51,22.13,0,9.02,0,1.98,0,0,0,,,56.4,0,
EVOSTC,105105,,1,GERG,NP206,,,0,,0.76,4.89,,6665,83.9,,101.2,115.6,110,,,0,0,0,0,0,0,0,0,22.6,0,5.6,0,0,0,0,0,0,6.55,0,34.22,0,10.33,0,3.22,0,0,0,,,82.5,0,
EVOSTC,105113,,1,GERG,NP206,,,0,,0.92,5.13,,6665,79.5,,96.8,107.3,104.2,,,0,0,0,0,0,2.4,0,13.1,34.3,0,15.5,0,0,3.7,0,0,0,16.06,0,39.63,1.24,22.71,0,8.57,0,2.76,0,,,160,0,
EVOSTC,105121,,1,GERG,NP206,,,0,,0.92,5.34,,6665,79.5,,96.8,108.4,105.8,,,0,0,0,0,0,1.77,1.64,3.1,25.9,0,7.6,0,0,2.4,0,0,4.43,7.44,2.07,18.55,1.32,9.32,0,3.49,0,0,0,,,89,0,
EVOSTC,105201,,1,GERG,NP206,,,0,,0.73,5.21,,6665,85.9,,95.3,111.2,108.5,,,0,0,0,0,0,1.5,0,2.1,17.9,0,0,2,0,0,0,0,11.65,6.32,5.6,8.22,3.52,8.94,3.16,4.56,1.68,0,0,,,77.1,0,
EVOSTC,105204,,1,GERG,NP242,,,0,,0.35,2.35,,6715,70.5,,73.7,75.9,72.5,,,20.46,17.51,16.23,11.51,13.38,21.54,24.69,19.8,28.8,3.8,9.7,2.3,3,9.5,7.3,3.52,3.02,3.12,2.21,2.61,4.02,2.92,3.18,4.28,4.06,2.19,1.86,,,246.5,0,
EVOSTC,105215,,1,GERG,NP206,,,0,,0.91,5.1,,6665,74.1,,91.1,101.2,100.4,,,0,0,0,0,0,3.7,0,0,52.4,0,12.3,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,70.5,0,
EVOSTC,105218,,1,GERG,NP247,,,0,,0.4,2.26,,6715,103,,93.1,98.3,91,,,15.4,32.2,13.6,15.9,13.8,30.9,16,17.1,54.6,5,10.8,4.2,4.4,7.3,5.3,5.4,5.9,4.2,4.5,4.1,2.7,4,3.8,3.9,0,0,0,,,285,200,
EVOSTC,105225,,1,GERG,NP206,,,0,,0.72,4.78,,6665,94.9,,91.4,99.8,99.7,,,0,0,0,0,0,0,0,0,26,0,7.8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,35.3,0,
EVOSTC,105228,,1,GERG,NP242,,,0,,0.3,2.07,,6715,71.6,,74.7,76.8,75.2,,,25.39,19.22,24.9,4.12,19.9,35.2,29.71,25.9,40.1,9,12.7,9.3,10.4,29.3,17.5,11.06,8.74,9.55,9.15,10.95,10.65,13.27,15.08,11.65,16.89,12.62,10.8,,,453,0,
EVOSTC,105237,,1,GERG,NP242,,,0,,0.15,1.02,,6715,77.4,,80.2,82,80.4,,,41.02,37.71,39.56,5.36,32.93,128.13,52.71,37.3,84.5,13.3,14.5,18.1,12.3,25.5,21.1,14.55,10.41,74.99,12.03,14.25,11.82,14.65,18.36,10.95,17.82,15.56,13.42,,,792.8,0,
EVOSTC,105238,,1,GERG,NP206,,,0,,0.7,5.01,,6665,100.6,,106.6,110.6,119,,,0,0,0,0,0,0,0,2,44.1,0,3.5,1.4,0,3.3,0,0,0,0,0,3.66,0,0,0,0,0,0,0,,,58,0,
EVOSTC,105243,,1,GERG,NP206,,,0,,0.35,2.6,,6665,95.6,,97.7,106.3,106.1,,,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.5,0,
EVOSTC,105246,,1,GERG,NP242,,,0,,0.14,1.08,,6715,68.8,,72.1,74.6,74.9,,,40.25,35.02,39.17,4.44,33.64,46.37,47.26,34.6,49.6,21.1,15.9,20.4,20.5,21.9,32.6,25.9,22.7,25.3,22.8,31.7,32.7,38.7,44.41,65.68,63.81,58.62,45.65,,,940.7,0,
EVOSTC,105303,,1,GERG,NP206,,,0,,0.74,5.08,,6665,89.9,,94.6,102.8,99.5,,,0,0,0,0,0,0,0,4,65,0,6.2,0,0,4.6,0,0,0,0,0,0,0,1.65,0,0,0,0,0,,,81.4,0,
EVOSTC,105306,,1,GERG,NP242,,,0,,0.3,2.46,,6715,70.4,,74.8,78,78.5,,,18.6,11.9,17.7,2.2,15.2,53.7,25.9,12.9,74.7,5.1,10.2,3.8,4.9,11.5,11.6,5.75,5.25,5.35,5.16,7.14,7.14,10.21,9.34,10.37,11.81,10.16,6.98,,,374.6,0,
EVOSTC,106702,,1,GERG,NP206,,,0,,0.9,5.01,,6665,78.7,,96.7,101.2,102.5,,,0,0,0,0,0,368.52,0,271.2,724,4.3,63.7,61.7,1.8,659.7,0,9.06,4.73,54.03,40.45,831.53,107.26,2252.2,7,69.1,2.5,3.9,0,,,5536.7,0,
EVOSTC,106705,,1,GERG,NP206,,,0,,1.13,5.08,,6665,81.5,,93.4,102.4,102.4,,,0,0,0,0,0,449.52,0,313.2,1019.2,1.7,60.5,57.1,24.2,69.8,4.2,11.92,13.75,7.21,7.02,20.48,7.79,29.23,8.6,176.06,9.57,3.77,3.77,,,2298.6,0,
EVOSTC,106706,,1,GERG,NP206,,,0,,0.38,2.07,,6665,92.2,,102.7,109,122.1,,,0,0,0,0,0,645.04,0,152.9,1042.5,0,0,6.3,0,238,0,0,0,3.08,9.04,59.97,5.76,47.56,0,135.01,0,0,0,,,2345.2,0,
EVOSTC,106708,,1,GERG,NP206,,,0,,0.4,2.01,,6665,110.1,,98.1,115.8,118.7,,,0,0,0,0,0,0,0,172.1,1021.8,0,4.5,16.8,0,503.8,0,0,0,0,0,76.44,0,82.77,0,244.17,9.72,25.58,0,,,2157.7,0,
EVOSTC,106710,,1,GERG,NP206,,,0,,0.38,2.04,,6665,106.7,,104.9,123.3,127.6,,,0,0,0,0,0,0,0,867.5,1061.3,0,0,41.5,7.9,1438.4,0,0,0,0,0,30.02,9.77,10.75,0,76,0,0,0,,,3543.1,0,
EVOSTC,106713,,1,GERG,NP211,,,0,,0.42,2.09,,6665,80.4,,83.8,87.2,91.3,,,41.77,0,6.1,6.71,16.47,443.05,50.21,256.2,285.4,59.3,5.5,60.2,16.6,44.9,10.1,7.06,9.27,5.75,5.44,6.25,0,5.04,0,0,0,0,0,,,1341.3,0,
EVOSTC,106715,,1,GERG,NP207,,,0,,0,0,,6665,92.6,,96.1,98.6,99.2,,,0,0,4.09,1.6,3.69,7.98,8.95,6.63,6.34,3.65,2.21,1.63,1.15,1.25,1.54,1.42,2.33,2.33,2.02,2.33,2.83,2.73,0.61,1.12,0,0,0,,,68.4,0,
EVOSTC,106716,,1,GERG,NP211,,,0,,0.61,2.04,,6665,91.6,,95,97.1,95.9,,,31.34,37.37,20.03,11.63,27.57,310.05,67.74,707,729.5,54.9,8.1,48.1,10.3,14.4,4.5,5.15,0,4.12,2.78,0,0,14.74,0,0,0,0,0,,,2109.3,0,
EVOSTC,106719,,1,GERG,NP211,,,0,,0.36,2.02,,6665,81.1,,87.5,91.9,95.2,,,0,0,8.64,0,18.85,359.11,57.6,202.3,443.8,39.8,5,43.5,10.3,18.7,6.5,11.5,5.9,21.5,5.3,391.3,14.9,120.4,4,12.41,0,0,0,,,1801.3,0,
EVOSTC,106720,,1,GERG,NP207,,,0,,0.42,2.01,,6665,90.3,,93.4,96.1,98.5,,,0,52.95,7.84,8.16,13.32,331.89,62.08,351.9,1303,63.1,9.2,59.7,22.1,37.3,9.6,31.52,8.5,135.31,7.06,1749.21,98.16,351.89,37.82,361.08,5.43,0,0,,,5118.1,0,
EVOSTC,106722,,1,GERG,NP207,,,0,,0.46,2.03,,6665,90.2,,93.2,95.6,92.6,,,0,0,25.1,10.94,28.96,495.77,78.19,283.1,1230.3,55.1,10.1,52.9,15.5,34.1,8.8,15.2,9.86,17.97,11.09,17.56,13.45,35.53,6.29,9.49,0,0,0,,,2465.3,0,
EVOSTC,106725,,1,GERG,NP207,,,0,,0.4,2.05,,6665,90.7,,93.3,97.2,94.9,,,178.66,116.75,15.93,4.49,13.9,351.44,52.18,285,810.1,56.7,6.7,62.8,22.9,48.3,9.5,25.5,3.44,10.63,4.45,19.53,5.16,21.45,0,0,0,0,0,,,2125.5,0,
EVOSTC,106728,,1,GERG,NP207,,,0,,0.45,2.01,,6665,91.5,,96.6,98.4,100.7,,,0,28.51,13.81,9.1,35.52,560.69,61.29,309.2,1124.3,58,7.7,62.4,32.8,41.5,6.3,44.78,8.17,270.21,50.46,4773.98,72.18,552,4.27,114.59,0,0,0,,,8241.8,0,
EVOSTC,106731,,1,GERG,NP207,,,0,,0.3,2.02,,6665,99.2,,88.4,90.9,78.1,,,0,26.48,6.94,0,5.46,264.2,39.81,251.6,1055.2,35.2,4.5,32.2,8.3,17.7,4.4,6.56,4.41,10.15,4.51,22.04,3.38,0,0,0,0,0,0,,,1803,0,
EVOSTC,106733,,1,GERG,NP207,,,0,,0.45,2.03,,6665,86,,89,92.2,87.7,,,0,24.93,20.31,0,10.32,517.04,55.56,236.1,1087.5,46,0,46.6,12.1,41.4,8.3,26.93,6.71,124.4,12.2,1053.09,20.43,100,5.05,16.66,0,0,0,,,3471.6,0,
EVOSTC,106736,,1,GERG,NP207,,,0,,0.44,2.04,,6665,97,,95,97.9,99,,,0,0,0,0,4.68,536.03,33.77,189.8,650.4,34.5,8.7,38.2,11.8,14.4,7.3,7.67,5.63,33.55,5.73,187.72,10.64,33.25,6.61,15.16,0,0,0,,,1835.5,0,
EVOSTC,106738,,1,GERG,NP207,,,0,,0,0,,6665,92.4,,97.9,103.1,100.6,,,0,0.71,0,0,0.81,3.66,5.59,3.91,1.76,2.64,1.47,1.17,1.08,0.88,0.78,0,0.8,1,1.2,1.3,1.2,2.1,0.93,0,0,0,0,,,33,0,
EVOSTC,106739,,1,GERG,NP207,,,0,,0.43,2.02,,6665,87.4,,95.1,95.5,99.2,,,0,49.28,0,3.5,15.14,599.56,105.11,354.9,1938.2,96.1,97.4,85.1,56.7,72.4,63.5,101.9,75.67,140,92.14,533.23,67.06,147.97,49.58,151.68,58.11,28.75,3.05,,,4986,12700,
EVOSTC,106741,,1,GERG,NP207,,,0,,0.37,2.02,,6665,90.4,,93.6,98.1,98.1,,,0,0,0,0,0,245.03,33.01,260.3,1003.2,37.8,5.1,35.7,11.8,16,5.5,6.74,5.23,51.98,6.03,468.92,7.04,25.03,0,6.77,0,0,0,,,2231.2,0,
EVOSTC,106743,,1,GERG,NP207,,,0,,0.42,2.02,,6665,91.6,,98.9,101.8,104.8,,,7.4,85.42,0,0,0,473.07,59.53,503.6,1691.6,62.8,9.2,65.6,14.9,24.3,9.7,23.02,7.67,28.96,2.97,282.11,9.21,56.38,5.3,41.5,8.4,0,0,,,3472.6,0,
EVOSTC,106746,,1,GERG,NP222,,,0,,0.82,5.23,,6690,92.1,,93.5,95.3,80.1,,,31.58,1.67,1.46,1.67,5.33,322.8,24.78,234.9,682.8,37.7,1.8,55.8,18,32,10.4,26.32,10.57,42.17,14.2,235.84,16.06,69.11,10.15,49.88,6.81,5.45,0,,,1949.3,9500,
EVOSTC,106749,,1,GERG,NP222,,,0,,1.1,5.16,,6690,93.8,,91.5,92,84.7,,,81.9,2.91,6.43,2.71,5.23,284.99,23.72,360.3,575.1,41.3,3.3,58.6,16.3,33.1,7.9,20.39,7.04,13.77,7.88,99.66,10.3,47.94,11.57,70.32,6.3,9.85,0,,,1808.8,10500,
EVOSTC,106801,,1,GERG,NP222,,,0,,0.97,5.15,,6690,91.4,,88.7,91.6,82.6,,,49.1,6.6,5.4,2,7.3,385.5,26.1,203.9,923.7,31.4,5.8,81.4,27.3,68.1,13.2,68.38,31.43,108,14.74,365.96,31.12,382.65,6.94,77.28,4.67,11.95,0,,,2939.9,4000,
EVOSTC,106803,,1,GERG,NP222,,,0,,0.24,1.3,,6690,94.4,,91.2,92.7,78.9,,,109.24,18.72,9.56,3.78,24.8,412.77,57.76,188.9,536.5,45.6,14.7,51,17.9,48,28,49.88,50.4,57.15,53.52,51.13,39.38,34.29,25.86,19.98,19.49,8.95,8.58,,,1985.8,24800,
EVOSTC,106804,,1,GERG,NP222,,,0,,0.11,0.44,,6690,87.8,,83.3,84.6,67.7,,,141.95,75.42,32.28,11.35,45.29,661.01,104.38,759.9,1141.2,119.8,18.9,138,95.7,70,56.6,124.23,86.05,249.5,68.77,155.65,40.89,52.13,21.91,19.96,17.09,0,17.35,,,4325.3,20000,
EVOSTC,106806,,1,GERG,NP222,,,0,,0.72,5.22,,6690,82.9,,98.5,98.5,93.7,,,52.28,1.84,4.9,2.2,14.57,419.69,34.04,441.3,1044.4,43.1,2.9,49.1,18,29.3,5.8,27.36,8.24,16.16,11.73,36.98,37.93,76.38,70.02,77.04,67.79,48.61,27.98,,,2669.6,10200,
EVOSTC,106901,,1,GERG,NP130,,,0,,0.67,5.11,,6542,86.4,,88.3,88.2,80.5,,,111.74,11.77,12.7,12.91,28.61,234.01,33.98,95.6,94.3,6,47.6,4.7,3.2,6.4,8.9,11.64,8.86,10.89,8.22,17.19,17.08,18.9,8.19,5.54,9.46,0,0,,,828.4,4600,
EVOSTC,106903,,1,GERG,NP130,,,0,,0,0,,6542,96.2,,95.8,96.7,79.3,,,10.47,1.71,0.91,0,1.11,3.02,3.02,3.3,1.5,2.2,1.4,2.1,2,1.9,2,2.64,2.54,3.38,2.85,2.96,4.44,3.7,3.18,0,0,0,0,,,62.3,300,
EVOSTC,106904,,1,GERG,NP130,,,0,,0.7,5.15,,6542,91.7,,91.3,92.3,70.6,,,95.83,4.43,11.88,11.58,29.09,233.95,33.22,193.1,12.9,5.2,3.1,4.5,2.2,3.8,5.9,6.12,3.91,3.38,5.07,9.29,5.28,11.4,4.35,0,0,0,0,,,699.5,2000,
EVOSTC,106906,,1,GERG,NP130,,,0,,0.66,5.02,,6542,90.1,,90.4,90.2,86.3,,,23.54,5.99,8.83,11.26,24.55,259.64,34.39,148,9.7,6.2,3.3,6.1,4.1,5.1,16.3,9.2,7.91,12.19,9.62,17.32,21.06,20.1,7.72,10.48,0,0,0,,,682.6,100,
EVOSTC,106909,,1,GERG,NP130,,,0,,0.52,5.07,,6542,90.2,,90.7,91.4,80.1,,,28.98,9.05,7.12,5.19,16.98,181.22,24.81,63.1,6.2,4.6,2.9,4.2,2,5.5,4.4,5.61,4.45,7.62,4.76,13.34,4.34,11.96,2.15,0,4.53,0,0,,,425,1300,
EVOSTC,106911,,1,GERG,NP130,,,0,,0.62,5.17,,6542,91.5,,88.6,89.3,82.3,,,30.66,3.23,9.21,9.99,25.96,242.45,30.56,208.5,12.3,4.9,4.6,4.3,5.7,7.4,11.6,5.51,4.13,4.66,5.08,12.6,4.24,18.95,3.74,2.49,0,0,0,,,672.8,0,
EVOSTC,106914,,1,GERG,NP130,,,0,,0.74,5.16,,6542,90.3,,89.3,88.6,75.4,,,81.7,5.2,9.4,17.8,34.6,479,36.5,210.6,54.6,9.3,5,11.6,7.4,8.2,10.1,11.18,8.71,7.42,8.06,14.41,10.86,23.33,5.98,5.36,4.99,0,0,,,1081.3,2100,
EVOSTC,106916,,1,GERG,NP130,,,0,,0.58,5.24,,6542,86.5,,86.1,85.4,59.2,,,65.89,4.12,9.96,4.43,38.53,333.56,30.08,107.4,26.8,4.4,2.1,4.1,2.6,8.4,5.1,11.19,6.46,10.54,7.53,28.62,6.89,23.03,2.6,0,13.94,0,0,,,758.3,0,
EVOSTC,106918,,1,GERG,NP130,,,0,,0.67,5.01,,6542,88,,89.3,88.7,69.8,,,76.73,4.51,12.82,16.31,30.67,225.88,30.36,126.7,50.1,5.7,5.4,2.6,3.5,10.4,5.8,11.6,5.59,8.81,5.59,47.59,6.55,51.68,3.77,2.56,8.62,0,0,,,759.9,200,
EVOSTC,106921,,1,GERG,NP130,,,0,,0.55,5.07,,6542,79.2,,80.9,80.9,34.5,,,57.94,4.03,10.22,12.29,36.87,382.85,30.78,118,34.1,4.9,5.2,5,3.5,22.3,5.4,10.25,5.45,7.37,6.83,30.75,5.55,16.44,4.45,0,7.16,0,0,,,827.6,0,
EVOSTC,106923,,1,GERG,NP130,,,0,,0,0,,6542,97.3,,93.7,95.1,15.7,,,8.08,0,0,0,1.07,1.95,3.21,3.3,1.3,2.1,0.8,1.4,1.1,1.7,1.8,2.42,2.1,2.73,2.21,2.63,2.84,2.52,0,0,0,0,0,,,45.3,0,
EVOSTC,106924,,1,GERG,NP130,,,0,,0.47,5.2,,6542,85.5,,85.2,86.1,73.3,,,28.82,3.83,7.86,8.16,22.67,192.17,23.78,58.6,19.5,3.5,1.7,4.9,3.8,17.4,7.1,9.72,6.76,1.69,7.18,16.69,5.7,13.31,3.31,3.67,0,0,0,,,471.8,0,
EVOSTC,106926,,1,GERG,NP130,,,0,,0.72,4.57,,6542,83.3,,82.4,83.1,67.9,,,46,6.9,13.1,14.7,31.9,223.7,36.5,141,27.4,5.3,2.7,5.7,3,26.7,9,6.87,5.29,3.7,8.25,13.53,5.39,15.44,4.21,0,0,0,0,,,656.3,1000,
EVOSTC,106928,,1,GERG,NP130,,,0,,0.59,5.02,,6542,83.4,,83.5,84.3,58.6,,,76.93,5.97,15.89,18.93,44.13,194.36,38.26,60.8,26,3.9,0,4.1,2.5,8.5,5,11.11,4.76,13.96,5.39,21.05,5.39,20.41,0,0,0,0,0,,,587.4,0,
EVOSTC,106931,,1,GERG,NP130,,,0,,0.69,5.18,,6542,90,,88,89.6,79.3,,,64.45,3.26,11.67,10.38,36.68,355.69,26.1,55.4,36.7,4.4,2.8,5.2,2.5,25.8,4.3,8.7,4.3,6.19,4.51,17.09,1.05,12.58,2.92,4.33,4.91,0,0,,,711.9,1500,
EVOSTC,106936,,1,GERG,NP131,,,0,,0.8,5.11,,6542,88.3,,91.5,91.6,90.9,,,105.33,4.71,13.61,9.74,39.26,309.51,59.37,90.9,37.6,4.2,2.1,2.9,2.7,15.4,2.3,6.18,3.3,1.6,3.3,16.41,3.09,13.54,2.33,14.09,3.07,5.19,0,,,771.8,2100,
EVOSTC,106938,,1,GERG,NP131,,,0,,0.66,5.07,,6542,88.6,,90.3,90.7,88.4,,,86.29,7.41,12.46,10.3,34.19,190.4,65.18,55.5,40.9,4,2.3,2.4,2.8,13.2,2.4,5.84,4.03,1.7,4.03,12.95,4.14,12.31,2.58,17.19,3.22,6.55,0,,,604.3,3400,
EVOSTC,106940,,1,GERG,NP131,,,0,,0.71,5.16,,6542,89.4,,89.4,103.5,92.6,,,53.57,4.95,9.7,12.53,60.35,427.78,48.42,112,59.3,8,3.4,35.6,15.3,40,43.2,241.63,58.13,137.26,112.11,24.32,8.2,18.52,6.91,18.5,14.33,9.35,6.1,,,1589.4,10600,
EVOSTC,106942,,1,GERG,NP131,,,0,,0.68,5.16,,6542,94.2,,90.3,93.8,94.5,,,63.09,3.97,6.59,6.98,20.74,154.08,34.89,40.3,23.7,3.7,1.3,1.7,2.1,2.6,2.5,4.83,4.31,2.77,3.8,10.27,3.29,10.07,2.01,12.16,1.91,2.41,0,,,426.1,600,
EVOSTC,106944,,1,GERG,NP131,,,0,,0.74,5.05,,6542,91,,97.1,97.5,98.5,,,57.35,4.64,9.38,4.42,18.97,180.47,57.46,60.1,119.1,4.4,9.1,2.9,3.2,3,2.1,1.49,5.95,8.71,28.69,3.51,2.23,296.86,3.74,12.97,13.9,9.75,8.61,,,933,3400,
EVOSTC,106947,,1,GERG,NP131,,,0,,0.87,5.28,,6542,83.3,,89.7,92.8,92.4,,,87.86,4.03,10.34,10.02,30.7,195.22,44.2,60.7,570.1,4.9,10.5,3.6,4.1,5.1,5,5.15,4.12,3.2,2.89,5.98,2.47,6.39,2.45,5.52,4.29,1.84,0,,,1090.7,1300,
EVOSTC,106949,,1,GERG,NP131,,,0,,0.67,5.13,,6542,89.3,,92.7,94.2,94.5,,,105.76,16.26,11.75,11.33,27.8,183.92,52.04,71.6,14.1,3.7,2.8,1.3,2.4,4.2,2.7,6.92,4.2,3.57,4.41,17.1,2.73,16.68,1.55,18.68,7.33,7.54,0,,,602.4,2400,
EVOSTC,107001,,1,GERG,NP130,,,0,,0.67,5.01,,6542,95.4,,94.3,94.4,80.1,,,120.2,7.9,11.7,6.7,31.8,201.4,38.4,71.6,41.6,6.5,4,4.9,3.7,4.9,4.8,8,5.65,6.08,7.04,16.85,6.5,18.87,4.46,0,3.59,0,0,,,637.1,1900,
EVOSTC,107004,,1,GERG,NP131,,,0,,0.72,5.05,,6542,94.8,,91.6,93.8,93.6,,,113.95,7.92,13.39,12.12,25.12,213.24,51.8,119.6,115.6,4.3,4.3,1.4,2.5,8.5,3.4,6.67,3.44,4.27,3.23,21.27,2.08,18.24,1.65,19.47,6.18,4.63,0,,,788.3,5800,
EVOSTC,107006,,1,GERG,NP131,,,0,,0.61,5.11,,6542,92.2,,91.2,92.6,91.9,,,65.8,8.6,12.2,10.3,25.1,194.3,41.3,60,89.3,7.4,16.1,6.2,8.3,15.1,12.9,17.45,14.92,18.6,10.82,16.39,11.04,16.82,12.22,12.74,16.92,6.68,9.82,,,737.3,4900,
EVOSTC,107008,,1,GERG,NP131,,,0,,0.58,5.02,,6542,89.2,,89.8,92,90.2,,,171.98,5.09,13.73,14.34,36.51,220.39,61.43,52.3,93.7,4.6,20,2.4,3.3,9,5.6,9.37,5.2,4.58,3.23,19.88,1.56,20.29,5.44,27.43,1.88,11.62,0,,,824.9,2200,
EVOSTC,107010,,1,GERG,NP131,,,0,,0.7,5.23,,6542,95.3,,97.3,98.6,94.7,,,98.99,8.26,14.35,11.25,26.43,311.54,56.57,64.1,116,4.6,23.1,1.3,4.3,11.6,5.1,10.84,4.84,17.68,3.26,26.74,2.84,18.21,1.3,14.38,2.16,4.97,0,,,864.7,1100,
